ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.1,vessel diameter variance,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.12,number of perforation bars between vessel elements,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.13,vessel ray pits,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.14,helical thickenings,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.15,fibre wall thickness,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.16,presence of apotracheal parenchym,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.17,paratracheal parenchym,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.18,both apo- and paratracheal parenchym,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.19,ray width,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.2,crystals in ray cells,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.21,crystals in parenchym cells,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.22,pith ray width,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.23,length of vascular segments,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.24,tylosis type in cells,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.25,wood density,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.26,ring width,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.27,percent latewood fraction,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.28,shrinkage% in radial direction,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.29,compression strength parallel to wood grain,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.3,bending stress,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.31,modulus of elasticity for bending,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.32,radial shearing strength,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.33,tangential shearing strength,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.34,tensile strength parallel to wood grain,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.35,wood toughness,growth allocation,3,Chinese Research Institute of Wood Industry,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.36,leaf area,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.37,specific leaf area,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.4,binary leaf thickness indicator,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.41,leaf dentation type,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.43,N content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.44,C content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.45,K content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.46,Mg content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.47,Ca content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.48,P content,growth allocation,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.42,leaf longevity,longevity,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.38,stomata density,resource use,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
573,"Nadrowski, Karin (nadrowski@uni-leipzig.de) ; Pietsch, Katherina; Baruffol, Martin; Both, Sabine; Gutknecht, Jessica; Bruelheide, Helge; Heklau, Heike; Kahl, Anja; Kahl, Tiemo; Niklaus, Pascal; Kroeber, Wenzel; Liu, Xiaojuan; Mi, Xiangcheng; Michalski, Stefan; von Oheimb, Goddert; Purschke, Oliver; Schmid, Bernhard; Fang, Teng; Welk, Erik; Wirth, Christian",2014,573.39,stomata size,resource use,1,,general,Chose traits that either have a potential to directly influence the susceptibility to ice breakage or that have the potential to describe general plant strategies.,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.01,bud height,body size,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.02,canopy height,body size,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.03,canopy structure,growth allocation,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.05,leaf dry matter content,growth allocation,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.06,leaf size,growth allocation,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.09,specific leaf area,growth allocation,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.08,life cycle duration,longevity,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.1,rhizome,reproduction,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.11,stolon,reproduction,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.04,flowering start,temporal partitioning,1,,general,main response traits in grassland vegetation,,,
580,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk)",2014,580.07,leafing period,temporal partitioning,1,,general,main response traits in grassland vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.01,bud height,body size,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.03,leaf dry matter content,body size,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.05,canopy height,body size,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.09,body length,body size,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.12,life cycle,development,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.02,canopy structure,growth allocation,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.06,leaf size,growth allocation,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.15,moisture preference,habitat,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.1,wing morphology,locomotion,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.07,vegetative spread,reproduction,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.08,terminal velocity,reproduction,1,,general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.14,breeding system,reproduction,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.11,diet,resource use,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
